"","primerid","component","contrast","Pr(>Chisq)","ci.hi","ci.lo","coef","z"
"2784","p215","C","conditionspeech",2.80972897154356e-12,-0.0527186548320388,-0.0932638092380518,-0.0729912320350453,-7.05683271264982
"2785","p215","C","(Intercept)",NA,0.205637622075763,0.19280377229645,0.199220697186106,60.8493005877522
"2786","p215","D","conditionphil",6.35858303519893e-95,-1.162405518531,-1.42353580550725,-1.29297066201913,-19.4092838480655
"2787","p215","D","conditionspeech",7.60488016344006e-121,-1.52770367980527,-1.84642718500555,-1.68706543240541,-20.7489402766153
"2788","p215","D","(Intercept)",NA,-0.0430709509722313,-0.168076185851333,-0.105573568411782,-3.31058762469572
"2789","p215","H","conditionphil",3.57117026595316e-103,NA,NA,NA,NA
"2790","p215","H","conditionspeech",5.60008040145401e-130,NA,NA,NA,NA
"2791","p215","S","conditionphil",NA,NA,NA,NA,-18.4869861139878
"2792","p215","S","conditionspeech",NA,NA,NA,NA,-19.6616506368431
"2793","p215","S","(Intercept)",NA,NA,NA,NA,40.6860141169235
"2794","p215","logFC","conditionphil",NA,-0.059875704743148,-0.0715569252895837,-0.0657163150163659,-22.0527658247266
"2795","p215","logFC","conditionspeech",NA,-0.0707194907920112,-0.0819563624354653,-0.0763379266137383,-26.6301140681887
"2796","p216","C","conditionphil",0.774942935628978,0.0134689967524021,-0.0100296279564049,0.00171968439799863,0.286869510587956
"2797","p216","C","conditionspeech",8.45508459474872e-05,0.0376080668119753,0.0126569018446208,0.0251324843282981,3.94841396703765
"2798","p216","C","(Intercept)",NA,0.188557693989127,0.174771305348185,0.181664499668656,51.6532481265848
"2799","p216","D","conditionphil",3.08147979799688e-05,0.346214790127631,0.124524228921038,0.235369509524334,4.16179885346271
"2800","p216","D","conditionspeech",8.87643512753683e-09,0.473812446119149,0.232370731738043,0.353091588928596,5.73261997677586
"2801","p216","D","(Intercept)",NA,-0.0607827077350246,-0.185851227852951,-0.123316967793988,-3.8650303902374
"2802","p216","H","conditionphil",0.000162583724879709,NA,NA,NA,NA
"2803","p216","H","conditionspeech",2.90112456266317e-11,NA,NA,NA,NA
"2804","p216","S","conditionphil",NA,NA,NA,NA,3.14568356747029
"2805","p216","S","conditionspeech",NA,NA,NA,NA,6.84552475056767
"2806","p216","S","(Intercept)",NA,NA,NA,NA,33.7913728221905
"2807","p216","logFC","conditionphil",NA,0.0194090351702828,0.00376122894004513,0.011585132055164,2.90218849213306
"2808","p216","logFC","conditionspeech",NA,0.038920901388504,0.0210529360908644,0.0299869187396842,6.57862042578227
"2809","p217","C","conditionphil",2.30909534896044e-19,0.0647564515094682,0.0416987774359349,0.0532276144727016,9.04897926970236
"2810","p217","C","conditionspeech",2.38595929517134e-09,-0.0273757686048769,-0.053995454892059,-0.0406856117484679,-5.99123016369839
"2811","p217","C","(Intercept)",NA,0.306436212333398,0.293103785510494,0.299769998921946,88.1367524962969
"2812","p217","D","conditionphil",5.23415435469706e-08,0.545975640018491,0.252524745616213,0.399250192817352,5.33319893494663
"2813","p217","D","conditionspeech",1.77897500032771e-08,-0.258938697685083,-0.530793211613065,-0.394865954649074,-5.69365605632898
"2814","p217","D","(Intercept)",NA,1.35989189882357,1.20844383931491,1.28416786906924,33.2380986807621
"2815","p217","H","conditionphil",9.70910386193081e-25,NA,NA,NA,NA
"2816","p217","H","conditionspeech",2.36986324171634e-15,NA,NA,NA,NA
"2817","p217","S","conditionphil",NA,NA,NA,NA,10.1697357367407
"2818","p217","S","conditionspeech",NA,NA,NA,NA,-8.26246228357459
"2819","p217","S","(Intercept)",NA,NA,NA,NA,85.8249803328064
"2820","p217","logFC","conditionphil",NA,0.0747421756601543,0.0511287761764524,0.0629354759183033,10.447565267754
"2821","p217","logFC","conditionspeech",NA,-0.0390904516372552,-0.0631942432348647,-0.05114234743606,-8.31712792185384
"2822","p218","C","conditionphil",0.00519434397373504,-0.0059108256810596,-0.0332973385152673,-0.0196040820981634,-2.80600126748327
"2823","p218","C","conditionspeech",7.83044404964406e-12,0.0584036171917231,0.0325303482080518,0.0454669826998875,6.88847231741184
"2824","p218","C","(Intercept)",NA,0.194910620909431,0.181588001495339,0.188249311202385,55.3887878356533
"2825","p218","D","conditionphil",9.04067623336927e-37,-0.613651889989386,-0.842229404321639,-0.727940647155512,-12.4836203200086
"2826","p218","D","conditionspeech",0.388931820311043,0.0674784733152504,-0.1728859073026,-0.0527037169936747,-0.85950661153263
"2827","p218","D","(Intercept)",NA,0.179700067391309,0.0546544990933089,0.117177283242309,3.67327300098883
"2828","p218","H","conditionphil",2.90778283697013e-37,NA,NA,NA,NA
"2829","p218","H","conditionspeech",4.72769520951401e-11,NA,NA,NA,NA
"2830","p218","S","conditionphil",NA,NA,NA,NA,-10.8113951062917
"2831","p218","S","conditionspeech",NA,NA,NA,NA,4.26312253416833
"2832","p218","S","(Intercept)",NA,NA,NA,NA,41.7631837284421
"2833","p218","logFC","conditionphil",NA,-0.0330566206661679,-0.0475218782641709,-0.0402892494651694,-10.9179497676948
"2834","p218","logFC","conditionspeech",NA,0.0304622188887936,0.0115197475465763,0.020990983217685,4.34384409124637
"2835","p219","C","conditionphil",3.6751377058609e-08,-0.0343881092388233,-0.0720786057927561,-0.0532333575157897,-5.5364334804024
"2836","p219","C","conditionspeech",1.35406711642173e-60,0.137672878246997,0.108898975831848,0.123285927039423,16.7954956760182
"2837","p219","C","(Intercept)",NA,0.232717305029886,0.215831241007691,0.224274273018788,52.0629907831652
"2838","p219","D","conditionphil",1.64453584921954e-64,-0.885606244545209,-1.12581226427045,-1.00570925440783,-16.4121941640987
"2839","p219","D","conditionspeech",1.02246063428119e-45,1.0417042140207,0.781747891843736,0.911726052932218,13.7480805432964
"2840","p219","D","(Intercept)",NA,0.0862459449631783,-0.0385942392682946,0.0238258528474419,0.748121508621811
"2841","p219","H","conditionphil",9.17196359012487e-70,NA,NA,NA,NA
"2842","p219","H","conditionspeech",5.1119196408222e-103,NA,NA,NA,NA
"2843","p219","S","conditionphil",NA,NA,NA,NA,-15.5200234451652
"2844","p219","S","conditionspeech",NA,NA,NA,NA,21.5975698663655
"2845","p219","S","(Intercept)",NA,NA,NA,NA,37.3430956235268
"2846","p219","logFC","conditionphil",NA,-0.0588791363417987,-0.0748432362205929,-0.0668611862811958,-16.4175265839874
"2847","p219","logFC","conditionspeech",NA,0.148983541333606,0.123306220738778,0.136144881036192,20.7840270969835
"2848","p220","C","conditionphil",2.71922035239009e-08,-0.0261697174649298,-0.0544381379323809,-0.0403039276986553,-5.58886880969005
"2849","p220","C","conditionspeech",8.75856325135591e-05,-0.0138264913670924,-0.0412020099439969,-0.0275142506555447,-3.93979315460134
"2850","p220","C","(Intercept)",NA,0.217067611084474,0.204490944803253,0.210779277943864,65.6962320888112
"2851","p220","D","conditionphil",6.9593408384017e-94,-1.07343234958977,-1.30696752658708,-1.19019993808843,-19.9777099368805
"2852","p220","D","conditionspeech",1.00975724625689e-28,-0.564039780740895,-0.807065016675464,-0.685552398708179,-11.0577653042158
"2853","p220","D","(Intercept)",NA,0.517171137625037,0.389123031622434,0.453147084623735,13.8721609133959
"2854","p220","H","conditionphil",3.50835308584351e-99,NA,NA,NA,NA
"2855","p220","H","conditionspeech",6.46460562293802e-31,NA,NA,NA,NA
"2856","p220","S","conditionphil",NA,NA,NA,NA,-18.0783012034399
"2857","p220","S","conditionspeech",NA,NA,NA,NA,-10.6048752874713
"2858","p220","S","(Intercept)",NA,NA,NA,NA,56.2633502599768
"2859","p220","logFC","conditionphil",NA,-0.0662676635885387,-0.0811195175387919,-0.0736935905636653,-19.4503371606024
"2860","p220","logFC","conditionspeech",NA,-0.0391303264295559,-0.0565407048718896,-0.0478355156507227,-10.770114867733
"2861","p221","C","conditionphil",0.00147218823998035,-0.0100235554966107,-0.0417638232546646,-0.0258936893756376,-3.19787463609153
"2862","p221","C","conditionspeech",0.000679033092884689,-0.0143508756507954,-0.0529502451366794,-0.0336505603937374,-3.41735563610358
"2863","p221","C","(Intercept)",NA,0.210895007221567,0.196834761868271,0.203864884544919,56.8365375397649
"2864","p221","D","conditionphil",1.80044413880569e-62,-0.883162213793643,-1.12862164697544,-1.00589193038454,-16.0638516135819
"2865","p221","D","conditionspeech",2.62084537767701e-82,-1.16541925796964,-1.4520642237479,-1.30874174085877,-17.8973084015835
"2866","p221","D","(Intercept)",NA,-0.0348400344174234,-0.159819162706906,-0.0973295985621648,-3.05270984719514
"2867","p221","H","conditionphil",2.40534415196047e-63,NA,NA,NA,NA
"2868","p221","H","conditionspeech",1.96898327636534e-83,NA,NA,NA,NA
"2869","p221","S","conditionphil",NA,NA,NA,NA,-13.620097248503
"2870","p221","S","conditionspeech",NA,NA,NA,NA,-15.0717434797616
"2871","p221","S","(Intercept)",NA,NA,NA,NA,38.0309092795849
"2872","p221","logFC","conditionphil",NA,-0.0458372113701886,-0.0594361187652914,-0.05263666506774,-15.1726848049894
"2873","p221","logFC","conditionspeech",NA,-0.0566948599795395,-0.0702419114125252,-0.0634683856960324,-18.3649926681801
"2874","p222","C","conditionphil",4.15393786003386e-57,-0.112226598718985,-0.143090634124282,-0.127658616421634,-16.213452791703
"2875","p222","C","conditionspeech",1.29131548571422e-55,-0.1316291226964,-0.168414524632362,-0.150021823664381,-15.9866335993325
"2876","p222","C","(Intercept)",NA,0.334981591634484,0.321981452212604,0.328481521923544,99.0469304465274
"2877","p222","D","conditionphil",8.09581791185897e-218,-1.76377608724593,-2.00795980843767,-1.8858679478418,-30.2741987822022
"2878","p222","D","conditionspeech",3.12227510775331e-240,-2.02326469742919,-2.29386736684072,-2.15856603213495,-31.2688096568767
"2879","p222","D","(Intercept)",NA,1.41626086469059,1.26239070161294,1.33932578315176,34.1200691029167
"2880","p222","H","conditionphil",2.66337660335451e-271,NA,NA,NA,NA
"2881","p222","H","conditionspeech",3.30937812502916e-292,NA,NA,NA,NA
"2882","p222","S","conditionphil",NA,NA,NA,NA,-32.8717336693458
"2883","p222","S","conditionspeech",NA,NA,NA,NA,-33.4146443744417
"2884","p222","S","(Intercept)",NA,NA,NA,NA,94.1632884116779
"2885","p222","logFC","conditionphil",NA,-0.177174571315498,-0.196118903381979,-0.186646737348739,-38.6206155753248
"2886","p222","logFC","conditionspeech",NA,-0.196234198113136,-0.215138999783119,-0.205686598948128,-42.6493049838192
"2887","p223","C","conditionphil",9.31662806078073e-61,-0.0934700323922593,-0.118444728079132,-0.105957380235696,-16.6306450146125
"2888","p223","C","conditionspeech",0.0343324785205451,-0.00109786746721133,-0.0279707768135156,-0.0145343221403635,-2.1201089593772
"2889","p223","C","(Intercept)",NA,0.554245702706134,0.540225486562946,0.54723559463454,153.002214172452
"2890","p223","D","conditionphil",0.00528034680441463,-0.143211543481541,-0.786894718817457,-0.465053131149499,-2.83209946407229
"2891","p223","D","conditionspeech",0.010248102946513,1.12552615236343,0.114246914250942,0.619886533307186,2.40280870801054
"2892","p223","D","(Intercept)",NA,3.96546789725912,3.54822476135665,3.75684632930789,35.2949293460215
"2893","p223","H","conditionphil",3.93841743996222e-61,NA,NA,NA,NA
"2894","p223","H","conditionspeech",0.00394754586431753,NA,NA,NA,NA
"2895","p223","S","conditionphil",NA,NA,NA,NA,-13.7622386013791
"2896","p223","S","conditionspeech",NA,NA,NA,NA,0.199898909298365
"2897","p223","S","(Intercept)",NA,NA,NA,NA,133.146187059969
"2898","p223","logFC","conditionphil",NA,-0.09637873746684,-0.12219862866865,-0.109288683067745,-16.5920050596944
"2899","p223","logFC","conditionspeech",NA,0.00514989215904388,-0.0224602003926462,-0.00865515411680118,-1.22881082834584
"2900","p224","C","conditionphil",1.61760152027714e-11,-0.0309355987814142,-0.0561110951641355,-0.0435233469727749,-6.77676350499495
"2901","p224","C","conditionspeech",3.29093760092554e-19,-0.0594530690578606,-0.0924103555255164,-0.0759317122916885,-9.03129094212423
"2902","p224","C","(Intercept)",NA,0.244377200306332,0.231952528983443,0.238164864644888,75.1399445435467
"2903","p224","D","conditionphil",6.19169609725318e-52,-0.758667593196847,-0.985336102958738,-0.872001848077793,-15.0801028204597
"2904","p224","D","conditionspeech",1.25390555722354e-135,-1.4441390452601,-1.7041292412874,-1.57413414327375,-23.733558224845
"2905","p224","D","(Intercept)",NA,0.811683576366718,0.678096901267468,0.744890238817093,21.8578393306404
"2906","p224","H","conditionphil",1.64822470641354e-60,NA,NA,NA,NA
"2907","p224","H","conditionspeech",1.45918920090552e-151,NA,NA,NA,NA
"2908","p224","S","conditionphil",NA,NA,NA,NA,-15.4551383942169
"2909","p224","S","conditionspeech",NA,NA,NA,NA,-23.1682470305183
"2910","p224","S","(Intercept)",NA,NA,NA,NA,68.5877907375049
"2911","p224","logFC","conditionphil",NA,-0.0616414108548884,-0.0790532199133556,-0.070347315384122,-15.8373209927788
"2912","p224","logFC","conditionspeech",NA,-0.104080998054078,-0.120326706822034,-0.112203852438056,-27.0736737739642
"2913","p225","C","conditionphil",3.68087757274981e-12,0.0619387475308557,0.0347956559927114,0.0483672017617836,6.98505351557748
"2914","p225","C","conditionspeech",1.74890788017207e-11,0.065163539266717,0.0358683881217726,0.0505159636942448,6.75944418208874
"2915","p225","C","(Intercept)",NA,0.251176724645914,0.234587412987768,0.242882068816841,57.3911826097776
"2916","p225","D","conditionphil",4.12556850586788e-32,0.830503791673376,0.588954930313336,0.709729360993356,11.5177026998623
"2917","p225","D","conditionspeech",6.50671277802958e-27,0.833235802897674,0.570185550614422,0.701710676756048,10.4567674204557
"2918","p225","D","(Intercept)",NA,0.351867542486121,0.225732930131882,0.288800236309002,8.97514252951646
"2919","p225","H","conditionphil",2.00826019664611e-41,NA,NA,NA,NA
"2920","p225","H","conditionspeech",1.32997943010879e-35,NA,NA,NA,NA
"2921","p225","S","conditionphil",NA,NA,NA,NA,13.083424390579
"2922","p225","S","conditionspeech",NA,NA,NA,NA,12.1736999705017
"2923","p225","S","(Intercept)",NA,NA,NA,NA,46.9280785484261
"2924","p225","logFC","conditionphil",NA,0.0855134286059245,0.0624461538497608,0.0739797912278426,12.5717257823549
"2925","p225","logFC","conditionspeech",NA,0.0876876561014113,0.062484961008002,0.0750863085547066,11.6786288096444
"2926","p226","C","conditionphil",0.0967376211387804,0.0205787269601379,-0.00167377408466459,0.00945247643773666,1.66511740369108
"2927","p226","C","conditionspeech",0.00673279062978161,0.0298675285580872,0.00483618547356099,0.0173518570158241,2.71731442464447
"2928","p226","C","(Intercept)",NA,0.249035051155286,0.236322561738433,0.24267880644686,74.8306181189756
"2929","p226","D","conditionphil",0.0361462505455538,0.252756541985647,0.00796918555047528,0.130362863768061,2.08757937197274
"2930","p226","D","conditionspeech",0.00326480482679027,-0.0645308260828263,-0.319038496431997,-0.191784661257412,-2.9538679784074
"2931","p226","D","(Intercept)",NA,0.889685447369178,0.754167508053538,0.821926477711358,23.7746574717612
"2932","p226","H","conditionphil",0.028033462162719,NA,NA,NA,NA
"2933","p226","H","conditionspeech",0.000336109850630343,NA,NA,NA,NA
"2934","p226","S","conditionphil",NA,NA,NA,NA,2.65355733780878
"2935","p226","S","conditionspeech",NA,NA,NA,NA,-0.167268621979542
"2936","p226","S","(Intercept)",NA,NA,NA,NA,69.7244590309783
"2937","p226","logFC","conditionphil",NA,0.0234430888611966,0.00326904893326822,0.0133560688972324,2.59515834281381
"2938","p226","logFC","conditionspeech",NA,0.0121230021433048,-0.0099230432300629,0.00109997945662094,0.195583387605234
"2939","p227","C","conditionphil",4.11443003737762e-36,0.0927827495574186,0.0679200173431023,0.0803513834502605,12.6684240744704
"2940","p227","C","conditionspeech",2.11607122211376e-40,0.107282296483412,0.0799879002316995,0.0936350983575558,13.4475530271646
"2941","p227","C","(Intercept)",NA,0.261721501942835,0.246681519643591,0.254201510793213,66.2535096195419
"2942","p227","D","conditionphil",1.60081787990501e-39,1.03566732362192,0.755062265444273,0.895364794533098,12.5078483025702
"2943","p227","D","conditionspeech",7.93335662393744e-19,0.772301557388692,0.484795022069511,0.628548289729102,8.56976700752651
"2944","p227","D","(Intercept)",NA,0.801861846410282,0.66850440870982,0.735183127560051,21.6100800511139
"2945","p227","H","conditionphil",1.72818298262062e-72,NA,NA,NA,NA
"2946","p227","H","conditionspeech",3.16550061591947e-56,NA,NA,NA,NA
"2947","p227","S","conditionphil",NA,NA,NA,NA,17.802312922805
"2948","p227","S","conditionspeech",NA,NA,NA,NA,15.5685963000845
"2949","p227","S","(Intercept)",NA,NA,NA,NA,62.128940075513
"2950","p227","logFC","conditionphil",NA,0.119780699621998,0.0961046862941443,0.107942692958071,17.8715721825674
"2951","p227","logFC","conditionspeech",NA,0.11835158267144,0.0920077815545797,0.10517968211301,15.6506183699463
"2952","p228","C","conditionphil",0.00614457482985489,0.0580286679477955,0.00997178585282495,0.0340002269003102,2.77334763662381
"2953","p228","C","conditionspeech",0.273043990392362,0.0403290957777776,-0.0112008153258959,0.0145641402259409,1.10790760927978
"2954","p228","C","(Intercept)",NA,0.195154229092807,0.164331976923865,0.179743103008336,22.8594592267206
"2955","p228","D","conditionphil",3.65587831106905e-10,0.628835209944361,0.331742139910219,0.48028867492729,6.33706134533381
"2956","p228","D","conditionspeech",4.35038312316609e-09,0.645828028381012,0.326506475855472,0.486167252118242,5.96809264566222
"2957","p228","D","(Intercept)",NA,-1.8177996420789,-2.00404153544578,-1.91092058876234,-40.2201187239039
"2958","p228","H","conditionphil",6.89282674833261e-11,NA,NA,NA,NA
"2959","p228","H","conditionspeech",1.80370708598065e-08,NA,NA,NA,NA
"2960","p228","S","conditionphil",NA,NA,NA,NA,6.44203197052506
"2961","p228","S","conditionspeech",NA,NA,NA,NA,5.00348776394722
"2962","p228","S","(Intercept)",NA,NA,NA,NA,-12.2758400563289
"2963","p228","logFC","conditionphil",NA,0.024005454941645,0.0121699040232665,0.0180876794824558,5.9906295184735
"2964","p228","logFC","conditionspeech",NA,0.0207661705655311,0.0082633052832345,0.0145147379243828,4.5506950502153
"2965","p229","C","conditionphil",0.859944580274632,0.0606312404692609,-0.0738164059628673,-0.00659258274680322,-0.192211988706806
"2966","p229","C","conditionspeech",0.663149804101137,0.0536605015578419,-0.0879548998928422,-0.0171471991675002,-0.474636126576093
"2967","p229","C","(Intercept)",NA,0.158281764909985,0.0860717953677539,0.12217678013887,6.63238304453808
"2968","p229","D","conditionphil",0.509526900075022,0.284555351331647,-0.567373973604175,-0.141409311136264,-0.650657628029356
"2969","p229","D","conditionspeech",0.817982677646932,0.396830909052997,-0.500781692474316,-0.0519753917106593,-0.226979647259674
"2970","p229","D","(Intercept)",NA,-3.72729553108119,-4.18632883091137,-3.95681218099628,-33.7893105847055
"2971","p229","H","conditionphil",0.792085726807052,NA,NA,NA,NA
"2972","p229","H","conditionspeech",0.885730744498521,NA,NA,NA,NA
"2973","p229","S","conditionphil",NA,NA,NA,NA,-0.595998821650247
"2974","p229","S","conditionspeech",NA,NA,NA,NA,-0.496117271466718
"2975","p229","S","(Intercept)",NA,NA,NA,NA,-19.2028476198441
"2976","p229","logFC","conditionphil",NA,0.00103047411115809,-0.00184057578179053,-0.000405050835316223,-0.553027692815416
"2977","p229","logFC","conditionspeech",NA,0.00114814014309761,-0.00198776120781278,-0.000419810532357585,-0.524770030481081
"2978","p230","C","conditionphil",0.166157742449786,0.0894464071167558,-0.0145261501836285,0.0374601284665636,1.41230541129408
"2979","p230","C","conditionspeech",0.634976867366138,0.0472926826362639,-0.0782995533971067,-0.0155034353804214,-0.483886200962235
"2980","p230","C","(Intercept)",NA,0.23714624469132,0.197540356440164,0.217343300565742,21.5111974607706
"2981","p230","D","conditionphil",2.10736730583971e-23,-0.85470720982627,-1.3330510583443,-1.09387913408529,-8.96411112169326
"2982","p230","D","conditionspeech",6.05925624415098e-25,-1.01208905343883,-1.58578069224864,-1.29893487284373,-8.87537972252324
"2983","p230","D","(Intercept)",NA,-1.86109390205668,-2.05048228769445,-1.95578809487556,-40.4805628860478
"2984","p230","H","conditionphil",1.01938358007269e-22,NA,NA,NA,NA
"2985","p230","H","conditionspeech",7.06283626629698e-24,NA,NA,NA,NA
"2986","p230","S","conditionphil",NA,NA,NA,NA,-5.33993302802655
"2987","p230","S","conditionspeech",NA,NA,NA,NA,-6.61800040142476
"2988","p230","S","(Intercept)",NA,NA,NA,NA,-13.4133669270191
"2989","p230","logFC","conditionphil",NA,-0.0107565657717861,-0.020060903777279,-0.0154087347745326,-6.49171712970541
"2990","p230","logFC","conditionspeech",NA,-0.0149807480503121,-0.0238874310032481,-0.0194340895267801,-8.55315401841262
"2991","p231","C","conditionphil",0.492940957955696,0.00906786484298877,-0.0188522697817504,-0.00489220246938083,-0.686854900518153
"2992","p231","C","conditionspeech",1.05978986865981e-77,-0.134005615281407,-0.164958723984291,-0.149482169632849,-18.9305488908127
"2993","p231","C","(Intercept)",NA,0.57717787898273,0.561409415544875,0.569293647263803,141.522355638767
"2994","p231","D","conditionphil",0.445753289031622,0.414787760620253,-0.182475370596465,0.116156195011894,0.762350618698799
"2995","p231","D","conditionspeech",1.27412253947223e-12,-0.654249873438924,-1.13892430248445,-0.896587087961686,-7.25137657816685
"2996","p231","D","(Intercept)",NA,3.38478556589369,3.06000328056049,3.22239442322709,38.8923737452514
"2997","p231","H","conditionphil",0.591103570968935,NA,NA,NA,NA
"2998","p231","H","conditionspeech",2.87076552059306e-87,NA,NA,NA,NA
"2999","p231","S","conditionphil",NA,NA,NA,NA,0.0533835342760833
"3000","p231","S","conditionspeech",NA,NA,NA,NA,-18.5134170436362
"3001","p231","S","(Intercept)",NA,NA,NA,NA,127.572478573375
"3002","p231","logFC","conditionphil",NA,0.0122424522850133,-0.017069398577021,-0.00241347314600382,-0.322758222678386
"3003","p231","logFC","conditionspeech",NA,-0.149094765959314,-0.180958869247503,-0.165026817603409,-20.3016300857796
"3004","p232","C","conditionphil",0.837355625063755,0.0305591506415243,-0.0246693675090197,0.00294489156625228,0.209018152270427
"3005","p232","C","conditionspeech",0.375813932415841,0.0478532809708366,-0.0176889465424945,0.0150821672141711,0.902029292262718
"3006","p232","C","(Intercept)",NA,0.173935852819398,0.139895713289199,0.156915783054299,18.0698015717287
"3007","p232","D","conditionphil",0.00144162079083202,0.485262002874659,0.117958602225467,0.301610302550063,3.21883940807262
"3008","p232","D","conditionspeech",0.986073340860467,0.213799992717031,-0.217969164708247,-0.00208458599560833,-0.0189254531214448
"3009","p232","D","(Intercept)",NA,-2.2709409288502,-2.49530343510535,-2.38312218197778,-41.6364902086015
"3010","p232","H","conditionphil",0.00611531682127788,NA,NA,NA,NA
"3011","p232","H","conditionspeech",0.675482833518052,NA,NA,NA,NA
"3012","p232","S","conditionphil",NA,NA,NA,NA,2.42386132586014
"3013","p232","S","conditionspeech",NA,NA,NA,NA,0.624448713148668
"3014","p232","S","(Intercept)",NA,NA,NA,NA,-16.6641653452447
"3015","p232","logFC","conditionphil",NA,0.00835102318538384,0.000599271453604167,0.004475147319494,2.26300528582731
"3016","p232","logFC","conditionspeech",NA,0.00518840738116502,-0.00269586941144331,0.00124626898486086,0.619623686389752
"3017","p233","C","conditionphil",0.00331245492934171,-0.00768063280737654,-0.0381047934933547,-0.0228927131503656,-2.9495566859665
"3018","p233","C","conditionspeech",0.000222069008568785,-0.0160478123845738,-0.0520045129804326,-0.0340261626825032,-3.70946456625044
"3019","p233","C","(Intercept)",NA,0.228282830958317,0.214959242982425,0.221621036970371,65.2030446249623
"3020","p233","D","conditionphil",6.9549267930907e-103,-1.1336504722838,-1.36882591470796,-1.25123819349588,-20.855764275845
"3021","p233","D","conditionspeech",1.56804755384445e-118,-1.35378008829969,-1.61943970750334,-1.48660989790152,-21.9356021640165
"3022","p233","D","(Intercept)",NA,0.525632688515207,0.397463668872736,0.461548178693971,14.1160135248546
"3023","p233","H","conditionphil",2.51873021731683e-103,NA,NA,NA,NA
"3024","p233","H","conditionspeech",4.98913697462654e-120,NA,NA,NA,NA
"3025","p233","S","conditionphil",NA,NA,NA,NA,-16.8329038804192
"3026","p233","S","conditionspeech",NA,NA,NA,NA,-18.1338005889533
"3027","p233","S","(Intercept)",NA,NA,NA,NA,56.0870438950656
"3028","p233","logFC","conditionphil",NA,-0.0658882403857706,-0.0818882268262859,-0.0738882336060282,-18.1022999347533
"3029","p233","logFC","conditionspeech",NA,-0.0783114911493079,-0.0944988637481927,-0.0864051774487503,-20.9238447861526
"3030","p234","C","conditionphil",1.63035907139273e-84,-0.188797564018258,-0.230003564513203,-0.209400564265731,-19.9202814819915
"3031","p234","C","conditionspeech",2.72848519197014e-90,-0.196656466327114,-0.237937719716351,-0.217297093021733,-20.6337957935595
"3032","p234","C","(Intercept)",NA,0.479333980367043,0.46252189457647,0.470927937471756,109.80217544166
"3033","p234","D","conditionphil",0,-2.30415491911545,-2.56986957120491,-2.43701224516018,-35.9517715175822
"3034","p234","D","conditionspeech",3.5819050731882e-194,-1.90608962478454,-2.18391418050611,-2.04500190264532,-28.8536775814565
"3035","p234","D","(Intercept)",NA,2.01446228686977,1.82752248752911,1.92099238719944,40.2811590337203
"3036","p234","H","conditionphil",0,NA,NA,NA,NA
"3037","p234","H","conditionspeech",9.22784613694524e-281,NA,NA,NA,NA
"3038","p234","S","conditionphil",NA,NA,NA,NA,-39.5075075548128
"3039","p234","S","conditionspeech",NA,NA,NA,NA,-34.9929280072625
"3040","p234","S","(Intercept)",NA,NA,NA,NA,106.12494355063
"3041","p234","logFC","conditionphil",NA,-0.300334770993371,-0.325688949272745,-0.313011860133058,-48.3937571026537
"3042","p234","logFC","conditionspeech",NA,-0.277725800444396,-0.305882449996835,-0.291804125220615,-40.6245476691014
"3043","p235","C","conditionphil",0.136119507020852,0.0281345296318178,-0.00375226942799243,0.0121911301019127,1.49868764724691
"3044","p235","C","conditionspeech",3.13577656842639e-20,0.0791427062293275,0.0517133005580788,0.0654280033937032,9.35029593925465
"3045","p235","C","(Intercept)",NA,0.160049873109411,0.141652532032668,0.15085120257104,32.1419190773789
"3046","p235","D","conditionphil",0.158311006780923,0.216666955890113,-0.0353986278127728,0.0906341640386702,1.40947204830689
"3047","p235","D","conditionspeech",1.56082344621404e-93,1.43084346511534,1.17916130111804,1.30500238311669,20.3252994175234
"3048","p235","D","(Intercept)",NA,-1.03122868529905,-1.17553571148417,-1.10338219839161,-29.9720592572679
"3049","p235","H","conditionphil",0.121749868745067,NA,NA,NA,NA
"3050","p235","H","conditionspeech",1.47353547123793e-110,NA,NA,NA,NA
"3051","p235","S","conditionphil",NA,NA,NA,NA,2.05637944149949
"3052","p235","S","conditionspeech",NA,NA,NA,NA,20.9838147125258
"3053","p235","S","(Intercept)",NA,NA,NA,NA,1.53432259302469
"3054","p235","logFC","conditionphil",NA,0.0115466961824561,0.000179991623699423,0.00586334390307778,2.02203599461935
"3055","p235","logFC","conditionspeech",NA,0.0898646425547348,0.0729880365941852,0.08142633957446,18.9128896333696
"3056","p236","C","conditionphil",0.157628963576979,0.0366823473599885,-0.00573019258264783,0.0154760773886703,1.43035783024425
"3057","p236","C","conditionspeech",1.73414445174411e-06,0.0785294961674401,0.0334278514751241,0.0559786738212821,4.86528530569177
"3058","p236","C","(Intercept)",NA,0.143368481878181,0.118425557098708,0.130897019488445,20.5712398324771
"3059","p236","D","conditionphil",0.0709795209379335,0.303407421016224,-0.0117394723613929,0.145833974327415,1.81394355083542
"3060","p236","D","conditionspeech",0.0185144662894169,0.371999129263761,0.035698845975826,0.203848987619794,2.37607099294454
"3061","p236","D","(Intercept)",NA,-1.78781532844532,-1.97193547981977,-1.87987540413254,-40.0226489063575
"3062","p236","H","conditionphil",0.0721849241490624,NA,NA,NA,NA
"3063","p236","H","conditionspeech",6.75394829152548e-07,NA,NA,NA,NA
"3064","p236","S","conditionphil",NA,NA,NA,NA,2.29406750677432
